genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Reggaeton,El Alfa,Lo Que Yo Diga (Dema Ga Ge Gi Go Gu Remix),7xgRU6IXWSXaOgMeufGtVa,58,0.123,0.72,389489,0.719,1.24e-06,G,0.0972,-5.144,Major,0.116,174.932,4/4,0.423
Jazz,Skinshape,Shangri-La,7KVhr2Af04da4X6VvtrcTo,39,0.0173,0.712,221269,0.64,0.549,G#,0.104,-6.919,Major,0.0564,90.102,4/4,0.439
Hip-Hop,Daddy Yankee,Con Calma,5w9c2J52mkdntKOmRLeM2m,98,0.11,0.737,193227,0.86,1.94e-06,G#,0.0574,-2.652,Minor,0.0593,93.989,4/4,0.656
Soundtrack,Clint Mansell,Life Eternal,4Pao52cLRh5J6M7gWEsC54,30,0.949,0.228,138447,0.0538,0.97,F,0.0566,-28.791,Major,0.0379,74.715,5/4,0.0505
Folk,Declan J Donovan,Better,2cJS4uSqiNCeH4CgOt9LNA,65,0.581,0.597,201251,0.425,0,D,0.1,-5.513,Major,0.0295,119.998,4/4,0.309
Jazz,Aretha Franklin,Day Dreaming,7L4G39PVgMfaeHRyi1ML7y,53,0.907,0.463,239960,0.273,0.000367,C,0.101,-15.364,Minor,0.074,146.426,4/4,0.293
Ska,Anti-Flag,Brandenburg Gate,34dVpPh6DpkCJ58sAQqYhp,38,0.00035,0.435,210307,0.678,1.88e-06,B,0.0655,-5.45,Major,0.0389,143.947,4/4,0.722
Indie,Of Monsters and Men,I Of The Storm,3xGmbotxgSltJ5qHX7aZfe,54,0.15,0.381,276467,0.446,0.0196,D,0.15,-9.813,Major,0.0325,176.394,4/4,0.133
Soul,Sade,Slave Song,11JMyjBsyVmuTdGe3PJ87V,46,0.0825,0.851,252467,0.39,0.000443,A,0.0777,-9.586,Minor,0.0504,118.006,4/4,0.639
Hip-Hop,Future,Fine China,5274I4mUMnYczyeXkGDWZN,85,0.0484,0.656,141587,0.542,0,G,0.126,-7.358,Major,0.323,166.111,4/4,0.551
Dance,Christina Perri,human,1zVhMuH7agsRe6XkljIY4U,71,0.132,0.439,250707,0.489,0.000643,G#,0.114,-6.286,Major,0.0368,143.808,4/4,0.253
R&B,Shy Girls,I Can See The Light,6BOPBSJmclnVSTlz2mWCQK,29,0.655,0.415,234560,0.128,0.075,G#,0.11,-17.085,Minor,0.031,80.094,4/4,0.0398
World,Jai Uttal,Path to Govinda - Lifeline Mix,3IolEnmvfhRD99CYz4Pofq,30,0.396,0.528,567333,0.37,1.92e-05,F#,0.109,-11.789,Major,0.0282,119.979,4/4,0.278
World,Hillsong Worship,Grace Abounds - Live,4Hk40Q76nO9tmm7UJzTsPO,26,0.0172,0.116,301987,0.711,0.000154,F#,0.714,-7.202,Minor,0.0644,71.743,4/4,0.164
Indie,Craig Cardiff,Dirty Old Town,7DWvqa6flslklTLDBBxOmG,68,0.309,0.555,246453,0.418,0.00119,C,0.237,-12.7,Major,0.0455,159.764,4/4,0.328
Dance,Morrissey,It's Over,2LukF5FYYHFov28gSnVmpp,53,0.0224,0.463,172000,0.676,2.64e-05,C,0.15,-4.094,Major,0.0255,93.076,4/4,0.332
Folk,The Marshall Tucker Band,Fire on the Mountain,4delgtiKX7L3nsbC0exhCS,57,0.107,0.506,236467,0.827,2.42e-06,E,0.161,-6.356,Minor,0.0366,101.869,4/4,0.571
Hip-Hop,Kevin Gates,In My Feelings,2WwvvEPtnf60Lh9selqWtv,53,0.0863,0.749,214357,0.606,0,F,0.13,-5.597,Minor,0.346,124.527,4/4,0.474
Soundtrack,Steven Price,Look How Big You've Gotten,1XNQnlxmgwgJUaBsHq0THY,3,0.866,0.291,153587,0.207,0.659,B,0.203,-17.166,Minor,0.0401,120.558,4/4,0.0543
Rap,Eminem,Chloraseptic (feat. Phresher),13aKdwvdGjuZDv2OOKyvs7,58,0.0416,0.898,301147,0.753,0,C#,0.253,-6.336,Major,0.275,132.066,4/4,0.414
Children’s Music,Empire of the Sun,High And Low,2Q7PDjPz7h559wBF97lO07,60,0.0213,0.512,224840,0.768,3.2e-06,C#,0.0918,-4.673,Major,0.045,126.907,4/4,0.322
Reggaeton,Chyno Miranda,Quédate Conmigo,5RsVC0iBj4QaycuCzcfD1n,58,0.0896,0.738,223613,0.903,0,C,0.215,-3.989,Major,0.0978,97.997,4/4,0.79
Blues,Lightnin' Hopkins,Awful Dream,38LX5Mwu6DB0TryWmLSDBI,25,0.963,0.538,288433,0.107,0.261,E,0.111,-14.81,Major,0.0593,184.89,3/4,0.301
Country,Bobby Bare,Detroit City,7eNM9suHz80f4fbC8aobod,47,0.518,0.519,169933,0.319,9.05e-06,B,0.096,-13.142,Major,0.0287,121.647,4/4,0.473
Opera,Christophe Rousset,Quatuor No. 6 in E Minor: I. Prélude; A discrétion - Très vite,2bmwpXD3BKbA6f1K2zHOuk,13,0.826,0.308,203333,0.19,0,D#,0.134,-17.643,Minor,0.0445,114.804,3/4,0.163
Reggae,Althea And Donna,Make A Truce - 2001 Digital Remaster,59fEMDf3bZ2uGaeXVtCTdR,33,0.0113,0.88,240240,0.585,0.034,A,0.0586,-10.795,Minor,0.0998,128.909,4/4,0.842
Country,Jake Owen,Real Life,5NUvj4WX2tAQGxOF4CWJ7I,52,0.00195,0.654,169827,0.749,0,C#,0.0956,-5.383,Minor,0.0257,108.004,4/4,0.774
Blues,Roy Hamilton,You Can Have Her,2MAoJ97inXy07VArmGOfKe,32,0.473,0.489,165933,0.706,0,D#,0.621,-12.636,Major,0.057,101.593,4/4,0.638
Rock,Smallpools,Street Fight,0hxy93CbIX7Hd5WXaVjx5R,54,8.95e-05,0.556,203453,0.916,0.00341,C,0.347,-5.143,Major,0.0398,116.065,4/4,0.473
Pop,J. Cole,everybody dies,1wIQtB3UQ1TfjNMZZqO6eh,65,0.3,0.617,161827,0.686,1.36e-05,D,0.105,-9.858,Major,0.245,79.252,4/4,0.544
Children's Music,Juice Music,There's A Bear In There,1sAnDpefelMIMWQmRbOISw,20,0.853,0.88,36467,0.275,0.00132,F,0.0501,-12.426,Major,0.251,90.071,4/4,0.599
Soul,Erykah Badu,Me,1WUpeQjjx3HGfhiAX8dQhh,38,0.53,0.439,336453,0.592,1.7e-06,D,0.238,-9.535,Major,0.321,94.403,4/4,0.53
R&B,LeToya Luckett,B2L,72ISsdXp1ZBLGdhhnuPWtj,55,0.284,0.49,253671,0.429,0,A#,0.263,-9.849,Minor,0.0958,96.347,4/4,0.154
Rock,Oh Wonder,Landslide,3X3mfRMRaPJRiIMDMQtSkd,62,0.753,0.521,208229,0.426,9.17e-05,F#,0.103,-8.79,Major,0.0908,80.367,4/4,0.302
Alternative,Rammstein,SEX,15f16lrsDzFeNpHYBTzHLI,70,0.000561,0.608,236529,0.93,0.00175,G#,0.156,-3.97,Major,0.0604,123.018,4/4,0.432
Rap,Colt Ford,Reload (feat. Taylor Ray Holbrook),4PKPYaqznLL7PVwM6U3vWq,53,0.127,0.622,177704,0.777,0,B,0.168,-6.084,Minor,0.138,159.923,4/4,0.638
R&B,Star Cast,All I Need - From “Star” Season 3,3G1fGeYy4vdBgey73jvvhz,42,0.855,0.56,155760,0.422,0,C,0.112,-8.948,Minor,0.0598,92.043,4/4,0.548
Movie,Bruce Adler,"Arabian Nights - From ""Aladdin""/Soundtrack Version",31vVcYpecILSQ02PIGdqYi,35,0.675,0.458,79293,0.21,1.59e-06,E,0.208,-15.307,Minor,0.0502,128.969,4/4,0.489
Folk,Talking Heads,(Nothing But) Flowers - Remastered,3NNatBZ65onPjc4eeWhwNm,50,0.0736,0.605,332067,0.846,0.00019,E,0.125,-5.344,Minor,0.0425,120.744,4/4,0.914
R&B,Eric Bellinger,Day After Forever,6KQnjqWtjcgyTmqJBHfEpq,46,0.128,0.558,204643,0.571,0,B,0.246,-6.553,Minor,0.155,75.478,4/4,0.413
Folk,Huey Lewis & The News,Heart And Soul,4KYYBswaPuKPaKaLzoBcIE,49,0.00359,0.669,253253,0.801,1.51e-05,D,0.0996,-7.996,Major,0.0328,122.012,4/4,0.936
Comedy,Chad Daniels,The Musical,5abYxuw6DUI6qgr18nSWlH,32,0.888,0.633,101410,0.642,0,G,0.865,-12.586,Major,0.931,63.805,4/4,0.682
Indie,Låpsley,Falling Short,6u9cWDkxbTXaqf4GZP5MHh,56,0.752,0.689,203407,0.403,1.89e-05,A,0.12,-9.099,Minor,0.0405,124.548,4/4,0.124
Rap,Shoreline Mafia,Pack Em,2Uh618CCFYRmKERtrkEr4x,54,0.223,0.781,205672,0.417,0,C#,0.0746,-9.036,Minor,0.146,95.002,4/4,0.166
Soul,Ravyn Lenae,4 Leaf Clover (feat. Steve Lacy),1To829onYmL63wLNtU7Zm8,60,0.0145,0.665,220101,0.537,0.00183,G,0.0663,-7.847,Major,0.132,154.385,3/4,0.836
Jazz,Johnny Pacheco,Quimbara,7dFWvedJ3RKdVSdPlzU3h3,46,0.674,0.6,288280,0.713,0.000248,E,0.0628,-5.592,Minor,0.0737,119.674,4/4,0.964
Blues,John Hammond,Jockey Full Of Bourbon,444K26ZZpRg8kFlVK0vLZ1,29,0.596,0.746,212400,0.673,4.92e-05,E,0.107,-8.944,Minor,0.0905,152.259,4/4,0.933
Reggaeton,Ilegales,La Morena,3sVfjl9XFBk8gjGrph7EWo,46,0.0976,0.885,264160,0.963,5.35e-06,G,0.0862,-5.892,Major,0.0621,127.342,4/4,0.834
Opera,Jessye Norman,3 Rückert Lieder,5XoFiBeGFaCpUsGflFSelg,10,0.995,0.243,150213,0.0272,0.709,D,0.174,-25.539,Major,0.048,92.753,4/4,0.108
Jazz,Wynton Marsalis,The Very Thought of You,7HX1x07eay5LlnrQdq7zh2,34,0.986,0.353,336933,0.0444,0.97,A#,0.103,-19.291,Minor,0.0355,148.868,3/4,0.18
Rap,Trippie Redd,UKA UKA,5FTrzXtDMz3adIbLmVShk4,64,0.135,0.722,164335,0.868,0,B,0.101,-5.34,Minor,0.16,87.011,4/4,0.671
Children's Music,Kimbo Children's Music,April,2vBNm1raxnrbH3T3rput3Q,0,0.944,0.542,111813,0.255,0,C,0.153,-10.444,Major,0.0359,84.765,4/4,0.627
R&B,Ne-Yo,Closer,2XbfY2O2v3xwedUJ0J2kkr,59,0.028,0.711,234360,0.753,2.96e-05,E,0.152,-6.461,Minor,0.0766,126.051,4/4,0.588
Rock,Death Cab for Cutie,I Dreamt We Spoke Again,6TRQPx5Z0YZ0pCQX7JbtlS,62,0.276,0.708,184827,0.706,0.00631,A,0.115,-6.45,Minor,0.0385,119.027,4/4,0.45
Folk,Anderson East,All On My Mind - Single Version,7LJDzkXrC6bKthURJ1I4pL,49,0.136,0.567,222227,0.745,3.71e-05,G,0.0639,-4.877,Minor,0.0722,137.984,4/4,0.341
Reggae,Fiel A La Vega,El Panal,5zvd0bL580JqcYXCVjsTn1,23,0.00341,0.572,310000,0.898,1.5e-06,D,0.0736,-8.466,Major,0.0573,108.556,4/4,0.774
Hip-Hop,Waka Flocka Flame,50K [Remix] (feat. Neon Dreams),6ytzUb0K6dNScM4qksa7Fy,50,0.0108,0.608,186640,0.812,0,C#,0.179,-8.628,Major,0.0608,162.874,4/4,0.442
Dance,Why Don't We,Friends,0GmfYAOe7Y3vIv4lKdaeOA,64,0.236,0.869,214133,0.703,1.03e-06,G#,0.16,-4.862,Minor,0.0371,96.995,4/4,0.631
Rock,The Psychedelic Furs,Pretty in Pink,1K1TFdBh7NrDyKiwiJEmsy,56,0.105,0.386,238107,0.916,0.00991,D,0.325,-5.955,Major,0.0741,135.642,4/4,0.775
Comedy,Robert Schimmel,Sea World/Santa At The Mall/Demi Moore - Spoken Word,1BRNkRDQkbPTVCmken2QrW,13,0.789,0.543,260347,0.727,0,D,0.66,-13.615,Major,0.945,78.745,3/4,0.351
Reggae,Slightly Stoopid,False Rhythms,6fxvgXQ2c1TZV4LIMTYyht,27,0.00391,0.58,232147,0.852,0.0244,G#,0.148,-5.21,Major,0.073,165.016,4/4,0.63
Electronic,Snails,WFSU,03s2ou9qdMcOnrmX4vaLUn,46,0.00913,0.705,172800,0.994,0,B,0.168,-2.398,Minor,0.266,150.049,4/4,0.539
Opera,Giacomo Puccini,Tosca / Act 3: Introduzione all'aria ... E lucevan le stelle,2TphHnGFkdWgARmEz2aEM9,19,0.927,0.194,249827,0.0926,0.376,E,0.0881,-23.493,Minor,0.0395,86.987,4/4,0.0377
Soul,Tamar Braxton,Prettiest Girl,39mtgwTcAPL6D1EUBIG381,41,0.5,0.492,249840,0.616,0,G#,0.102,-5.323,Major,0.188,153.293,4/4,0.372
Children’s Music,Celso Piña,Cumbia sobre el río / Interludio,77wwKKYeNZnXZ8xChSiSxN,59,0.0237,0.711,342973,0.816,0.797,C#,0.294,-6.397,Major,0.0515,96.999,4/4,0.861
Reggaeton,Jorge Villamizar,Alma En Libertad,1pTlXRwm3sMObCRy0F3aXz,31,0.158,0.743,264427,0.757,7.5e-06,A#,0.296,-7.822,Major,0.0297,127.998,4/4,0.866
Reggae,311,Solar Flare,0MxIsMykufohrTVx6gNxF9,25,0.00022,0.654,191787,0.804,0,E,0.128,-5.621,Major,0.0566,116.316,4/4,0.458
Soundtrack,Ramin Djawadi,We Are the Resistance,2QAnXb70UWnpci4agtCeZi,22,0.708,0.593,109627,0.482,0.883,C,0.0787,-13.152,Major,0.0407,135.046,4/4,0.329
Reggaeton,Nicky Jam,Siguen Haciendo Ruido (Remix) [feat. Lito],0GzBCIDYZ9aLedqCI4qFWG,28,0.141,0.729,216373,0.978,0,F#,0.0895,-4.447,Major,0.105,93.976,4/4,0.657
Electronic,QUIX,Lambo - RUVLO Remix,7i5yS2YouC5oGCOO8oXjTQ,36,0.00418,0.592,174303,0.805,0.729,D,0.287,-3.3,Major,0.0748,147.193,4/4,0.12
Ska,Mustard Plug,In Your Face,1R1AYjQjj7jCYBro6SECF0,17,0.0163,0.535,136320,0.966,0.00569,C#,0.311,-3.177,Major,0.105,111.207,4/4,0.654
World,Ravi Shankar,Mangalam,2G0DYFH1GNqGOpuTybOKhm,27,0.879,0.529,241720,0.712,0.889,D,0.0949,-12.809,Major,0.0567,176.035,4/4,0.573
Alternative,Red Hot Chili Peppers,This Is the Place,42z5BOO8cJda4qWBnHFLQV,48,0.002,0.611,257693,0.732,0,A,0.12,-4.137,Minor,0.0347,113.451,4/4,0.475
Alternative,Collective Soul,Better Now,0xqcypl9a1proZeZLmMJMN,36,0.0107,0.673,194533,0.809,0.000825,B,0.0212,-5.28,Minor,0.0362,123.018,4/4,0.964
Anime,MISIA,Moichido Futaride Utaiitai,5zXYLv6EA6IfiHIaqBamGi,21,0.504,0.486,350064,0.459,0.000128,B,0.104,-6.816,Major,0.0506,147.916,4/4,0.204
Ska,Mad Caddies,Lay Your Head Down,5R6inxdvo8YYlc9GoKrIG9,33,0.00371,0.623,208213,0.765,1.1e-06,E,0.268,-4.216,Minor,0.029,89.044,4/4,0.8
Soundtrack,Michael Giacchino,Joy Turns to Sadness/A Growing Personality,2AvRw4BD8jmmSqMERo2M2L,35,0.925,0.346,469187,0.222,0.755,D,0.373,-17.405,Major,0.0395,110,3/4,0.0343
Reggaeton,Reykon,El Chisme (feat. Jonathan Moly ) - Salsa Remix,4fXXnBm4rZw3dfL7objq0P,38,0.259,0.61,209827,0.907,0,C,0.0915,-4.328,Major,0.142,195.022,4/4,0.923
Rock,Talking Heads,Slippery People - Live,2WDvW3o8WeGN4v4cpsYVhT,55,0.216,0.637,240960,0.851,0.0365,A,0.68,-8.127,Minor,0.0437,110.892,4/4,0.84
Ska,Cherry Poppin' Daddies,Skaboy JFK,5RQGmWM1DqcMXrWeK8rK9j,17,0.088,0.719,147493,0.761,1.04e-06,B,0.0593,-5.79,Major,0.103,175.998,4/4,0.887
Pop,Randy Houser,Runnin' Outta Moonlight,6enPOmd3vSFpI4jjms8kXN,70,0.0354,0.526,193773,0.801,3.17e-06,D,0.0637,-3.717,Major,0.0393,172.024,4/4,0.769
Jazz,Shakti,Peace Of Mind,4SVJkfw1Z69PHunArOJf8F,33,0.785,0.306,202533,0.0461,0.822,E,0.11,-22.275,Major,0.0317,138.747,4/4,0.039
Reggae,Stephen Marley,Made In Africa,2mTCA7XFTaWaRA7ElzNaVc,33,0.232,0.719,336000,0.64,0,A,0.0766,-7.397,Minor,0.191,96.997,4/4,0.613
Rap,Josh A,Waste Away,5rfZDnnmdhnQQFCxNzf4U0,55,0.199,0.635,190123,0.559,0,G#,0.121,-9.333,Major,0.0928,81.05,4/4,0.377
Soul,Curtis Mayfield,Freddie's Dead (Theme from 'Superfly'),2ouFIPC3O1HNBcVTw1d9AN,53,0.107,0.523,329467,0.803,0.000409,C#,0.154,-6.321,Minor,0.0791,91.469,4/4,0.921
Dance,Chris Brown,Drunk Texting,5uLb01OcHVl8ayyWotfx31,61,0.2,0.403,227507,0.487,0,C,0.264,-5.601,Minor,0.0941,61.314,4/4,0.375
Soul,Sade,Clean Heart,2EHAawWK2CroKV4XbKKThT,49,0.341,0.715,241667,0.401,0.00207,F#,0.0697,-11.051,Major,0.0242,97.292,4/4,0.511
Reggae,Jah Mason,As the Wind Blows,15lom6mJv6vaoGilsxDxvY,32,0.16,0.648,195464,0.692,0,A,0.537,-7.091,Minor,0.293,74.288,4/4,0.686
Electronic,Ozoyo,Where to Go (feat. Wun Two),0fDnP59qSG3dlo1j1z1fHl,34,0.178,0.469,106667,0.372,0.909,A#,0.148,-12.275,Major,0.324,121.355,3/4,0.667
Children’s Music,The Shins,New Slang,2cP37n7TZEe0oBxCbZu0KA,71,0.605,0.669,231173,0.389,0.16,C,0.0905,-11.547,Major,0.0306,130.015,4/4,0.649
Alternative,Nao,DYWM,3xg0KCbvT3GPtAnaXMKd4E,50,0.291,0.741,295360,0.617,6.9e-06,D,0.0622,-8.252,Minor,0.132,91.965,4/4,0.331
Country,Shotgun Rider,Texas Rain,6CnkB2yYPK0OyQPxIiJiqD,39,0.00899,0.537,200067,0.67,0,E,0.109,-5.766,Major,0.0289,116.922,4/4,0.314
Jazz,BADBADNOTGOOD,In Your Eyes,3ASXl6RsPDxZElS8Qmv2UB,58,0.43,0.495,247055,0.533,0.000672,C,0.106,-5.802,Minor,0.0295,79.71,4/4,0.424
Movie,Jodi Benson,Down to the Sea,5O3XZbXoPs3KD87OH3sO31,31,0.727,0.387,212147,0.44,0,F,0.138,-10.937,Major,0.0872,96.064,4/4,0.582
Alternative,Atmosphere,The Loser Wins,1leIsMj7tLnqmy1695wxiP,43,0.0493,0.695,216187,0.578,0.000136,D,0.257,-5.567,Major,0.133,94.961,4/4,0.476
Dance,S Club 7,Bring It All Back,3v0uXfyMEZ1lGvBOv1Y4ar,65,0.333,0.679,213600,0.903,0,E,0.372,-4.914,Major,0.0463,108.114,4/4,0.872
Children’s Music,Rage Against The Machine,Testify,7lmeHLHBe4nmXzuXc0HDjk,67,0.0261,0.47,210133,0.978,1.09e-05,G,0.356,-5.399,Major,0.0727,117.906,4/4,0.503
Classical,Igor Stravinsky,Pulcinella Suite: VIIIb. Finale. Allegro assai,5SMfUORkMT8famp6jovrmV,26,0.968,0.468,124960,0.384,0.872,C,0.243,-13.99,Major,0.0485,135.594,4/4,0.652
Dance,Duke Dumont,Real Life,6jz9EMWHffNKVlZQVXOLoz,64,0.148,0.543,205773,0.74,0.00358,G,0.142,-5.187,Minor,0.0557,123.916,4/4,0.6
Anime,Aun J-Classic Orchestra,TRICK STAR,4VuN6FwGAF8ogZNiEHbVnz,18,0.194,0.675,238067,0.787,0.876,C#,0.121,-6.334,Minor,0.0335,140.02,4/4,0.732
Electronic,GTA,DJ Tool 8,0uRXWloG0ZcbLdYe3iyfy0,31,0.00104,0.53,243710,0.903,0.65,C#,0.0285,-3.413,Major,0.105,128.956,4/4,0.446
Reggae,Alton Ellis,Ain't That Loving You,53O4iqMzOnM3mkwcVzigVy,43,0.117,0.773,150133,0.293,4.16e-05,B,0.353,-14.679,Major,0.0694,94.216,4/4,0.857
Blues,Seth Walker,Grab Ahold,0C6pIDg2abd0am3BwgeBM7,28,0.894,0.571,243440,0.0612,1.4e-06,G#,0.112,-11.701,Major,0.0501,170.27,3/4,0.377
Anime,Nobuo Uematsu,Forever Rachel,7C7suFgZEIhjY9D8zdinda,22,0.942,0.43,174267,0.163,0.97,D,0.0937,-10.532,Minor,0.0328,92.274,4/4,0.186
R&B,Snoh Aalegra,Home,3vzCpzZ30Iy5yhr765jJtr,43,0.123,0.643,211500,0.567,0.000635,C,0.077,-12.38,Major,0.0565,85.004,4/4,0.287
R&B,Colde,Lovestruck,6c3IzgWIRFPKPcoMj4l4bh,45,0.839,0.468,219000,0.428,1.02e-05,G#,0.367,-9.625,Major,0.149,92.645,3/4,0.188
Movie,Julie Andrews,I Whistle A Happy Tune [The King and I],7m7Ubq8L3QGK5bRFfdmoqf,28,0.91,0.612,146133,0.175,0,F#,0.14,-19.695,Major,0.0543,94.158,4/4,0.443
Movie,Riders In The Sky,My Oklahoma,5dcrn2boB3JXahOcRnmec4,3,0.349,0.325,171400,0.253,6.01e-05,D,0.966,-20.371,Major,0.0476,77.664,4/4,0.488
Alternative,Thrice,The Dark,0ZWBuv544C0STkXfYb9Sd5,45,0.00417,0.518,229893,0.713,0.00768,A#,0.103,-6.031,Minor,0.0815,140.137,4/4,0.302
Children’s Music,Hillsong UNITED,Heaven Knows,3QEVRAs9DZSGwSOs2eYUJv,51,0.465,0.243,283667,0.265,0.0402,D,0.138,-13.416,Major,0.0334,126.863,4/4,0.118
Reggaeton,Farruko,Si No Te Tengo,1KBW4nEYC7zAYsZVQvYGxV,39,0.434,0.635,252168,0.664,0,F#,0.306,-5.664,Major,0.094,169.945,4/4,0.74
Dance,Greyson Chance,shut up,4WQS72yCXQWBNcTzBzseEr,64,0.296,0.821,170364,0.448,3.26e-06,A,0.0683,-4.33,Major,0.0468,105.006,4/4,0.45
Pop,Britney Spears,Work B**ch,3KliPMvk1EvFZu9cvkj8p1,70,0.155,0.629,247960,0.824,0.000628,A,0.0651,-6.53,Major,0.159,128.01,4/4,0.852
Children's Music,Dan Zanes,Loch Lomond,2VDH25Gcelt15ar5hcQeFa,0,0.893,0.575,174653,0.299,9.68e-06,A#,0.194,-10.271,Major,0.0313,106.448,4/4,0.588
World,Jon Hopkins,Open Eye Signal,6wMTeVootJ8RdCLNOZy5Km,52,0.191,0.798,468587,0.715,0.773,C,0.112,-7.103,Major,0.215,122.47,3/4,0.199
Electronic,DJ Shadow,Horror Show,6snTSfKns0v5V8euTy8uhQ,36,0.0151,0.394,213500,0.92,0,C#,0.668,-7.396,Major,0.456,90.084,4/4,0.464
Movie,Emmylou Homs,La saison des fêtes,5d6OfV6QuZFkapwMCqRIjw,30,0.528,0.576,118933,0.411,0,F#,0.0889,-6.929,Minor,0.0315,139.78,4/4,0.574
Jazz,Michelle Simonal,Endless Love,4jpj1OH3Yh3UJDuQQSPcmU,50,0.566,0.772,173044,0.422,0.000874,G,0.129,-13.698,Major,0.0349,132.053,4/4,0.878
Country,Brett Eldredge,Don't Ya,3Qe097eJNp9MfpT2PieEw0,60,0.0566,0.537,181210,0.693,0,A,0.146,-5.256,Major,0.0847,176.004,4/4,0.581
Pop,Ashley Tisdale,Love Me & Let Me Go,3QUYhx8iZBs1zeFPDG38Yj,64,0.25,0.676,166200,0.759,0.00377,A#,0.156,-5.695,Minor,0.0517,79.011,4/4,0.796
Rock,Phil Collins,Another Day In Paradise - 2016 Remastered,1NCuYqMc8hKMb4cpNTcJbD,73,0.736,0.78,322133,0.565,0.00269,D#,0.063,-7.32,Minor,0.0306,101.967,4/4,0.365
Children’s Music,Trevor Daniel,I Don't Know,3PadWF84swB6CPBvEK8itU,47,0.871,0.697,191600,0.395,1.69e-05,B,0.322,-7.667,Minor,0.041,75.021,4/4,0.608
Soul,Marvin Gaye,Trouble Man,15pYj5ZiUJgBydzD7w6NbJ,56,0.541,0.677,228640,0.415,0.0136,A,0.104,-9.869,Minor,0.0304,107.107,4/4,0.487
World,Manu Chao,Me Llaman Calle,4EMJ0OvlQ0AeYx9Y72QiP4,55,0.0393,0.644,194373,0.753,0,E,0.145,-8.296,Minor,0.192,94.011,4/4,0.884
Children's Music,Toddler Tunes,Do You Know the Muffin Man?,2V8b7VeP1tg8hPyzNgNQFD,30,0.0285,0.791,126000,0.535,1.87e-05,C,0.0335,-9.828,Major,0.038,79.998,4/4,0.928
Rock,Scorpions,No One Like You,26fZwf1ImE4aUJ4XaqOkUg,60,0.0203,0.505,237467,0.631,2.21e-05,A,0.141,-10.433,Minor,0.038,118.178,4/4,0.835
Soundtrack,Tyler Bates,Groot Cocoon,6L6FAYSj4dSi3yIa8qPxHR,27,0.798,0.15,149320,0.342,0.966,G#,0.0942,-13.274,Major,0.039,138.572,5/4,0.0388
Folk,Sylvan Esso,Just Dancing,660w8RvCS8lOwl5r2GcJ0A,50,0.0929,0.807,268440,0.521,0.000569,D,0.0615,-7.379,Major,0.0357,119.986,4/4,0.449
Reggae,The Beautiful Girls,B Some Melody,0Ng2MuXSCmAFy3d321BNys,21,0.905,0.653,139960,0.434,0.0172,F,0.188,-9.744,Major,0.0448,88.94,4/4,0.623
Blues,Tampa Red,Anna Lou Blues,5o1hYFDPp3G3HlWqEPANMc,39,0.965,0.555,174158,0.393,0.015,A#,0.151,-11.949,Major,0.0327,102.5,4/4,0.782
Ska,Suburban Legends,Dance Dance Dance,2wfIav4mTuE5jd2QKyauKD,18,0.0439,0.724,212501,0.908,0,C#,0.124,-5.234,Major,0.0729,98.468,4/4,0.861
Movie,Randy Newman,The Scream Extractor,2g9NBa8gVCYWx84bLn10py,21,0.592,0.297,131587,0.284,0.89,D#,0.142,-13.627,Major,0.0463,109.308,4/4,0.118
Pop,Darlingside,Hold Your Head Up High,7oOsCpcgcLXKkkIPQzQ6cX,66,0.539,0.375,217360,0.261,0.0178,A,0.116,-11.312,Major,0.0288,132.094,4/4,0.139
Pop,Beyoncé,Ego,6GcuA4J9ruyClBizBd4m5E,58,0.155,0.623,236360,0.389,0,C#,0.163,-7.816,Major,0.241,79.454,4/4,0.489
Ska,Los Fabulosos Cadillacs,Gitana - Remasterizado 2008,5WvQjVukHeE6bc3r8nxVd4,49,0.0316,0.623,192573,0.898,0.000859,D,0.202,-6.25,Major,0.0469,142.941,4/4,0.944
Alternative,Mandisa,Unfinished,597GRV7fJ030diN3BTWpKS,49,0.0152,0.63,212600,0.691,0,A,0.303,-4.334,Major,0.0312,93.014,4/4,0.261
Indie,Jeebanoff,Timid,6Stb5xQgTF3bzGWlqryMxG,50,0.196,0.907,208174,0.524,1.94e-06,E,0.0686,-7.764,Minor,0.199,140.007,4/4,0.784
Pop,Joss Favela,Cuando Fuimos Nada,4V3oSMh34oj9SP4KX9do3Y,64,0.661,0.741,217200,0.468,0,G,0.111,-6.289,Major,0.0438,139.93,4/4,0.735
Blues,Morphine,Scratch,5MoCFV3KtNZWGiOseEoNDB,38,0.0852,0.507,193867,0.611,0.0402,D,0.397,-10.167,Major,0.0295,81.025,4/4,0.518
Country,Gary Allan,Bones,286avT1hvl1uDHyJnvirxb,36,0.0442,0.537,233787,0.741,7.45e-05,C,0.0943,-5.595,Major,0.0532,90.923,4/4,0.341
Country,Mitchell Tenpenny,All On You,3DSPGSyHGMn0deRJTu8OnK,61,0.0703,0.375,190023,0.731,0,F#,0.0996,-4.123,Major,0.0472,168.049,4/4,0.751
Soundtrack,Jóhann Jóhannsson,Xenoanthropology,3kdrT8EIozoq9yaipUmgDe,33,0.646,0.297,188354,0.119,0.858,C,0.0954,-18.821,Major,0.0345,116.973,4/4,0.0329
