genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Reggaeton,Natti Natasha,Oh Daddy - Spanglish Version,5EOsvS6S9EZ4M1fxrG5Zuz,52,0.0672,0.51,177133,0.771,0,B,0.3,-4.919,Major,0.115,97.982,4/4,0.874
Children's Music,Children Songs Company,Christmas Morning at Clancey's,0K9M8lTTUjtnJj6s3pE82I,0,0.985,0.545,376560,0.313,0,F,0.344,-8.869,Major,0.261,100.339,3/4,0.398
Dance,Prezioso Feat. Marvin,The Riddle - Original Mix Radio Edit,1nTvSHpuWOKjSAOaqULVnB,58,0.0819,0.835,202146,0.808,0.000452,F#,0.164,-4.658,Minor,0.0476,128.002,4/4,0.182
Dance,The Modern Lovers,Pablo Picasso,72Qah3a1mle94iArhw6P63,55,0.00269,0.617,261600,0.729,0.131,D,0.109,-9.174,Major,0.0306,109.638,4/4,0.835
Anime,Akihiko Matsumoto,The Summer Wars,7kDLIOeZhMYfstJZ7VtRMj,22,0.82,0.245,112560,0.547,0.614,A,0.0891,-7.361,Minor,0.0338,107.921,4/4,0.613
Dance,Calvin Harris,Giant (with Rag'n'Bone Man) - Weiss Remix,1mqsbtFZllAobc2YXagPqv,0,0.0111,0.817,234192,0.743,0.0468,C#,0.0986,-5.97,Minor,0.0401,122.018,4/4,0.139
Folk,Penny and Sparrow,Just and Just As,3RqJuWenHnO7fdhh4pN1jX,41,0.537,0.351,297040,0.191,0.000294,E,0.112,-12.08,Major,0.0318,72.32,4/4,0.18
Comedy,Caroline Rhea,Wally Walyy Ding Dong,4tZh5ggqGswGi26gsO1ah7,18,0.765,0.569,111000,0.793,0,F,0.97,-12.995,Major,0.782,97.75,4/4,0.522
Jazz,Kadhja Bonet,Wings,3jNtJxFceUPsTTvASyY5OY,34,0.535,0.557,243631,0.576,0.00483,E,0.0712,-6.661,Minor,0.0307,83.966,4/4,0.529
Reggaeton,Bad Bunny,Otra Noche en Miami,4vCAzANUWDE24URV6wQ4ra,81,0.197,0.514,233128,0.646,2.3e-05,C#,0.0958,-8.833,Major,0.275,88.661,4/4,0.297
Comedy,Comedian Bob Marley,Potholes & Chucky,0H0PRtFQFCxGn0FdjPW6Am,14,0.937,0.576,99333,0.91,0,E,0.938,-8.309,Major,0.928,84.879,3/4,0.364
Children's Music,Kimbo Children's Music,The Hokey Pokey,3MVHYMSIp46plzJgV1ekQZ,0,0.966,0.848,116533,0.242,0,C,0.079,-10.109,Major,0.459,125.795,3/4,0.932
Children's Music,Kimbo Children's Music,Tour en Diagonale: Cleopha,15BjSma6qCPNFPGksFcOkW,0,0.988,0.648,139040,0.423,0.796,F,0.0842,-11.367,Major,0.0491,120.015,4/4,0.931
Soul,Nao,Bad Blood,4Iam3vZMJCMltFkK9mNruw,58,0.639,0.494,240627,0.412,4.46e-06,F,0.0631,-5.687,Minor,0.133,113.108,4/4,0.378
Comedy,Nick Di Paolo,Drugs,1EXOuvzoAKzRTnipYl8brD,11,0.653,0.587,147484,0.916,0,C#,0.702,-8.979,Minor,0.947,113.686,3/4,0.219
World,Jesus Culture,Fierce - Live,4VS6PK5bVEBtEt4lLvLYoi,50,0.00167,0.493,246640,0.814,1.09e-05,B,0.398,-6.366,Minor,0.0439,158.12,4/4,0.362
Comedy,Denis Leary,Drugs,72C5owbP4nLRWpEKYUZL3o,24,0.776,0.652,504933,0.757,0,F#,0.726,-12.83,Minor,0.933,80.428,4/4,0.69
Blues,Dan Auerbach,The Prowl,6KmSpuVSuYBvut7zb1e0ys,44,0.164,0.445,195640,0.705,0.023,D,0.792,-7.686,Minor,0.0471,85.481,4/4,0.579
World,Sona Jobarteh,Sahel,2vYGqlOVBvCgmIdepOQIOd,30,0.838,0.497,364075,0.271,0.883,F,0.0804,-14.98,Major,0.0337,153.035,3/4,0.194
Comedy,Kurt Metzger,Straight talk about jizz.,6tJkbI5ZVMTtBAJB7oRQxM,19,0.919,0.436,182120,0.835,0,G,0.572,-8.296,Major,0.937,85.35,4/4,0.387
Soundtrack,Ennio Morricone,The Trio,6tGtkJtXZytZhugipYJTCj,41,0.676,0.195,302507,0.323,0.366,C,0.593,-14.438,Major,0.0331,97.417,4/4,0.0755
Indie,Chastity Belt,Seattle Party,3OHdhLUobIIKskQHLJAaqe,55,0.0749,0.527,276520,0.505,4.25e-06,D,0.283,-9.3,Major,0.0256,133.566,4/4,0.443
Rap,Kid Ink,Main Chick (feat. Chris Brown),2asIUjALYhUbH8hvLUhDWo,65,0.0393,0.775,197813,0.496,0,A#,0.526,-5.652,Major,0.0354,95.072,4/4,0.204
Indie,Bright Eyes,Road To Joy,1PW6GA54DjaQDwKU4ATCDE,46,0.032,0.33,234907,0.592,0.00173,C#,0.115,-8.567,Major,0.03,146.599,4/4,0.123
Blues,Queens of the Stone Age,Walkin on the Sidewalks,3tbSzIhjdArQKxMiVl8w6F,37,0.000589,0.565,301885,0.901,0.0151,G#,0.12,-4.326,Major,0.0285,98.493,4/4,0.584
Country,The Doobie Brothers,Jesus Is Just Alright with Me - 2007 Remaster,3voA7jcES21idqh8dflNim,49,0.172,0.463,274680,0.542,0.0225,E,0.175,-13.882,Minor,0.039,134.177,4/4,0.738
Alternative,Santigold,Can't Get Enough of Myself (feat. BC Unidos),5RuKwWwNwA2URfO4btAKwZ,44,0.388,0.69,237107,0.858,6.27e-05,D,0.0855,-6.307,Minor,0.043,156.027,3/4,0.961
Soul,11:11,Listen,0GzzQZvhe1veE1MzlZcCWt,52,0.101,0.747,289756,0.327,0.0262,A#,0.115,-11.972,Minor,0.0911,81.958,4/4,0.193
Ska,The Flatliners,Here Comes Treble,3oGCW2gqlKmGhxcsZPBtyd,30,5.86e-05,0.278,223200,0.99,0.000711,A#,0.197,-3.9,Major,0.365,197.895,4/4,0.0944
Rock,The Champs,Tequila,5gJKsGij5oGt5H5RSFYXPa,58,0.121,0.671,135240,0.742,0.679,F,0.0601,-9.912,Major,0.0441,89.748,4/4,0.897
Rock,MisterWives,Coloring Outside The Lines,2cyfSwcJRd5ikvj34eokdN,58,0.0228,0.657,231307,0.826,4.61e-05,F,0.524,-4.27,Major,0.0537,110.972,4/4,0.63
Dance,Chris Brown,With You,1j3H54xdahpAkNI0q6S89q,68,0.143,0.659,252160,0.696,0,D#,0.13,-4.291,Major,0.071,86.001,4/4,0.665
Country,Lorrie Morgan,Watch Me,5E0fzpmVS5kiovPu8LyZ5Q,39,0.347,0.655,215440,0.606,1.49e-06,F,0.0907,-10.414,Major,0.0354,151.742,4/4,0.788
Indie,Margot & The Nuclear So And So's,Talking In Code,7jTzPSDHVnxzDYhq4veP1M,42,0.311,0.487,224093,0.578,0.000207,G,0.0723,-5.992,Major,0.0287,128.036,3/4,0.203
Blues,The Wood Brothers,Smoke Ring Halo,0FeqPtdkwXs54spLxfWnqr,25,0.351,0.538,206693,0.507,0.000397,C,0.085,-6.171,Major,0.0337,121.376,4/4,0.396
Electronic,Armen Miran,Aldebaran - Original,6T6prTkN0PgnGPdW7lZ7Jv,53,0.0455,0.801,416189,0.63,0.867,D,0.098,-9.789,Major,0.042,116.007,4/4,0.231
Reggae,Slightly Stoopid,Drink Professionally,5vadbNZ8DI06UNQ64w5jMf,31,0.000849,0.79,193333,0.784,0.0231,A,0.053,-7.584,Major,0.0638,103.006,4/4,0.96
Soul,The Palms,All4you,7pp7ofOZGtELMkn74jLDze,54,0.0074,0.666,220462,0.573,0.000233,C#,0.116,-8.369,Major,0.0361,96.982,4/4,0.438
Soundtrack,Armand Amar,Bab' Azîz,4aMXctsHbPJTf4eBWSDtWz,41,0.915,0.213,371760,0.128,0.868,B,0.103,-19.601,Minor,0.0388,87.83,5/4,0.0362
Movie,Ilene Woods,Reception At The Palace / So This Is Love,0k3kIYS5glHDPJCrXxsvRk,36,0.904,0.277,344920,0.178,0.00571,G,0.12,-14.156,Major,0.033,88.518,4/4,0.239
Country,Jason Isbell and the 400 Unit,Something to Love,6wz5dM3c7Ax2pkODQG6rYN,50,0.305,0.555,219306,0.575,0,F,0.134,-11.758,Major,0.0343,91.041,4/4,0.724
Reggae,Natural Incense,Simple Is the Way,7numzDMRZXEaHFOt21mN8b,29,0.0262,0.764,215000,0.651,0.0567,G,0.0553,-9.777,Major,0.062,76.487,4/4,0.806
World,Tigran Hamasyan,To Negate,16WNaZW7MUOZjN1CtElwzV,27,0.0393,0.465,317373,0.423,0.743,B,0.103,-13.751,Minor,0.0326,143.059,3/4,0.135
R&B,Solange,T.O.N.Y.,6GI2PcrptZqGDOVrqjsec0,49,0.106,0.681,232943,0.779,0.000124,G#,0.129,-4.93,Major,0.113,105.042,4/4,0.661
Opera,Katherine Jenkins,I Could Have Danced All Night,0zCrDa6jC7rnbPj41Yot6B,23,0.963,0.352,153393,0.512,3.01e-05,A,0.327,-8.302,Major,0.0407,136.54,4/4,0.537
Folk,Siv Jakobsen,Dark,401H08YGkVs5iKtiX3ccBn,45,0.853,0.433,193622,0.11,0.0297,C#,0.114,-15.105,Major,0.0359,76.439,4/4,0.187
Soundtrack,Yuki Hayashi,熱(ひだり)は絶対使わねえ,20y0vpnM5rKQH5Zy5y41Aw,24,0.93,0.201,120160,0.126,0.732,F#,0.101,-21.329,Minor,0.0549,143.395,4/4,0.117
Soul,Ralph,Weather,6v0LVhxY8pgqhbsyPNFjg7,51,0.118,0.781,201551,0.578,0,G#,0.129,-6.928,Minor,0.0397,113.978,4/4,0.517
Ska,NOFX,Jaw Knee Music,0htybHDqnB8nlACBvniGVS,23,0.0398,0.405,153720,0.967,1.07e-05,G,0.528,-5.468,Major,0.0764,123.093,4/4,0.675
Hip-Hop,Lil Wayne,Open Safe,7EgI0dCaQuHFe3OTj5EpWI,64,0.00705,0.929,223939,0.598,0,C#,0.0549,-5.373,Major,0.156,96.012,4/4,0.501
Hip-Hop,Merkules,Reject,7qB754GPDAkSZucYYvOPbn,53,0.00377,0.466,204452,0.851,0,C,0.387,-3.735,Major,0.382,109.284,5/4,0.463
R&B,Tori Kelly,"Don't You Worry 'Bout A Thing - From ""Sing"" Original Motion Picture Soundtrack",6t4frXoNH8khq172Rn7c1e,55,0.022,0.618,241360,0.833,1.45e-05,C#,0.153,-4.137,Major,0.0891,127.094,4/4,0.531
Reggae,Aer,Keep You Here,5cgfLi13lhwT5W1oHTxyNm,41,0.283,0.811,202840,0.636,0.000619,C#,0.151,-8.767,Minor,0.059,99.983,4/4,0.485
Rock,Andrew Belle,In My Veins - Feat. Erin Mccarley,7LwGBxB0h0CVmkOZxYKn0g,65,0.198,0.548,318909,0.42,4.46e-06,C,0.0899,-7.842,Major,0.0277,128.012,4/4,0.196
Folk,Snail Mail,Stick,2QaG8LwDIs9WYI8e0B6VPi,51,0.0399,0.537,313187,0.535,3.33e-05,D#,0.067,-5.842,Major,0.0284,117.895,3/4,0.324
Folk,The Band CAMINO,Know Me,2KPBSnz8n5lXYXkLauQXa9,58,0.0104,0.546,226513,0.646,1.15e-06,A,0.144,-5.564,Major,0.0411,126.827,4/4,0.239
Hip-Hop,A.R. Rahman,"The Humma Song (From ""OK Jaanu"")",7Ck2si1vtgdPXdKGtWGGXr,55,0.0115,0.721,179658,0.65,0.000137,C,0.34,-6.95,Minor,0.136,130.491,5/4,0.391
Reggaeton,Don Omar,Cuéntale - Remastered 2016,7rvILFySMopzPchZq9Bnmf,53,0.116,0.697,261307,0.936,0.000128,A,0.257,-2.733,Major,0.162,89.974,4/4,0.614
Rap,G-Eazy,Almost Famous,3Uw0h4GVLVjoUEToSWe0gY,62,0.0337,0.696,268920,0.522,6.35e-06,A,0.113,-9.489,Minor,0.0872,124.025,4/4,0.0934
Rock,Summer Salt,Sweet to Me,4qkwbl6SxwLE09pxLAFINt,61,0.677,0.563,204307,0.51,3.8e-06,A,0.305,-6.751,Major,0.0283,97.467,4/4,0.501
R&B,Little Mix,Notice,3j6w635W6AKCxt98kZ3RIv,62,0.351,0.445,214693,0.595,0,C#,0.115,-4.477,Minor,0.0699,131.032,3/4,0.409
Rock,Rainbow Kitten Surprise,When It Lands,16ro1is6DmDKkarlJMBbzV,59,0.444,0.727,269053,0.48,0,F,0.118,-9.278,Minor,0.0987,120.025,4/4,0.369
R&B,Stefflon Don,Senseless - Remix,3O3VkFcW34oKuCgJdQ0W2H,68,0.122,0.544,173438,0.621,0,C#,0.101,-4.557,Major,0.139,101.337,4/4,0.747
Classical,Johann Pachelbel,Canon and Gigue in D Major: Canon in D Major,065Fb3ElR2BYXTZmMuk14Z,38,0.757,0.168,283200,0.177,0.881,D,0.102,-15.69,Major,0.036,82.009,4/4,0.121
Comedy,Bill Squire,Mean BJ,6cWr2gm6GpaGG8p2D935Ac,12,0.754,0.722,123669,0.229,0,C#,0.64,-15.51,Minor,0.932,106.576,4/4,0.614
Comedy,Anthony Jeselnik,Let Her Take The Hit,4owz6jrTC1kZBdwdAYVVeA,34,0.85,0.483,278582,0.695,0,F#,0.95,-11.411,Major,0.943,172.339,4/4,0.269
Rock,Smallpools,Passenger Side,3reay7NBijCy7n8xVLpDL8,60,0.00601,0.585,221747,0.801,8.2e-05,B,0.0865,-5.406,Minor,0.0995,101.987,4/4,0.283
Ska,NOFX,It Ain't Lonely at the Bottom,1I9PymxapjjKYo3WDK4IO5,40,0.00378,0.586,93973,0.956,1.01e-05,F#,0.0584,-2.505,Minor,0.0861,119.941,1/4,0.69
Movie,Donny Osmond,Young Love,5sOsT13PCT2g7ouehGenYu,21,0.736,0.413,149280,0.496,9.77e-06,E,0.173,-7.208,Major,0.03,101.39,4/4,0.447
Movie,Chorus,Siter Hawar Laglo,4MoIyA73fiqx0ovmuLjNe5,0,0.797,0.547,128053,0.384,0,F,0.132,-10.601,Major,0.0444,149.224,3/4,0.791
Rap,Juice WRLD,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,72,0.0128,0.707,218349,0.682,0,G#,0.108,-4.505,Major,0.0909,150.003,4/4,0.427
Movie,China Moses,Blame Jerry,2UwlK3paQWLAXRdWkV4YDA,14,0.626,0.541,182447,0.449,7.63e-05,B,0.164,-8.608,Major,0.109,134.821,4/4,0.582
Jazz,Terence Blanchard,Jackie Gets Out,12zuJhwGaqJu8fvgBWqYuy,54,0.94,0.382,176297,0.239,0.755,F#,0.106,-12.423,Major,0.0325,67.643,3/4,0.141
Soul,Brandy,Right Here (Departed),06G1SCVVYRSDCFGMSnDvpv,51,0.256,0.568,217947,0.682,0,G#,0.231,-5.781,Major,0.0439,92.99,4/4,0.366
Indie,Whitney,Light Upon the Lake,5vEL3EpvP50ynXJqLon8yv,50,0.971,0.48,189453,0.142,0.582,C#,0.104,-14.025,Major,0.0257,97.794,4/4,0.141
World,Aphex Twin,#19,4rBDwVatn86sMwFiSv5a89,32,0.354,0.709,357533,0.263,0.857,E,0.0686,-22.191,Minor,0.0442,108.925,4/4,0.233
Anime,Yoshida Brothers,Frontier,3pQIrqol1Tlex4AHBNm9Pv,13,0.422,0.467,332453,0.744,0.894,C,0.279,-7.79,Major,0.0489,82.57,4/4,0.64
Dance,Chingy,Right Thurr,0l3GEbH3CviUytD6iX4wzg,70,0.15,0.866,249800,0.749,0,D,0.0591,-3.977,Major,0.253,92.077,4/4,0.891
Folk,Jade Bird,Cathedral,0wDd6J3mQ3vApoSKM1Iu2m,48,0.709,0.425,170391,0.582,0,G#,0.121,-6.309,Major,0.119,94.629,4/4,0.39
Comedy,Louis C.K.,Currency,0VrPi4JTbSyuSgogyVK4eh,39,0.842,0.579,342293,0.954,0,F,0.586,-5.286,Minor,0.924,79.541,4/4,0.256
Ska,Sublime,Cisco Kid,4DLWU2HIaO8KQwG5vHDL6V,46,0.565,0.853,278333,0.465,0,E,0.863,-9.268,Major,0.475,107.945,4/4,0.723
Soundtrack,Bear McCreary,The Reach of Your Godhood,0bsjCtz45sXm1GRbnyLoHQ,41,0.915,0.122,157027,0.1,0.776,G,0.111,-23.075,Minor,0.0422,65.237,4/4,0.0349
Children’s Music,Run The Jewels,All Due Respect,2h82pgSwoWbhiedinenqLC,49,0.0444,0.685,167840,0.606,0,C#,0.182,-7.124,Major,0.309,142.768,4/4,0.16
Opera,Charles Gounod,Messe solennelle de Sainte Cecile: Kyrie,1NqrXKQCIegNMaSPraLBKU,9,0.991,0.0788,351400,0.0549,0.663,G,0.0757,-26.498,Major,0.0429,65.966,3/4,0.0351
Reggae,Alborosie,Humbleness,1Tn73o0S47tsFiUtQoDkv1,32,0.133,0.715,249360,0.6,0,C,0.0402,-4.603,Major,0.311,146.072,4/4,0.706
Blues,The Arcs,Cold Companion,567STpJvWWMZh05m3paPLO,40,0.032,0.581,235307,0.517,0.00754,G,0.4,-9.565,Major,0.0422,153.384,4/4,0.543
Reggae,U-Roy,Natty Rebel,0OXqjgWApWQvuZcWTjmhxS,41,0.0632,0.825,204933,0.435,3.07e-06,C,0.0979,-9.706,Major,0.0761,82.93,4/4,0.731
Reggae,Capital Letters,Smoking My Ganja,0nUlrSOs1GKt70wQDRwzPV,36,0.022,0.838,262960,0.558,0.00437,D,0.0756,-7.383,Major,0.0875,120.605,4/4,0.935
Ska,NOFX,You're Bleeding,6hcda71AReBXmBC2iqyFCB,33,0.00331,0.482,132133,0.967,3.9e-06,G,0.173,-6.017,Major,0.0826,133.719,4/4,0.269
Jazz,The Emotions,Flowers,3zJ7TxGvfjwwyyWwqkd48n,43,0.703,0.711,268027,0.369,0.00315,C#,0.172,-16.261,Major,0.0471,110.196,4/4,0.91
Electronic,David August,Epikur - Original,5XxFY11r0YA6Xoyh1O9WsR,54,0.0122,0.556,490725,0.598,0.905,C#,0.269,-11.109,Major,0.0311,117.989,4/4,0.142
Soundtrack,John Powell,Bourne Gets Well,0UOYmj1HadS22TyqO7MIaY,28,0.831,0.455,81347,0.228,0.912,F#,0.233,-18.198,Major,0.0379,81.948,4/4,0.0932
Soul,Leroy Hutson,Cool Out,5Pp7GAMJHAW31meFVjNg58,47,0.121,0.485,180707,0.34,5.05e-06,D,0.0895,-10.058,Minor,0.0294,90.857,4/4,0.17
Rock,Ozzy Osbourne,Bark at the Moon,2E7W1X4maFFcjHrVrFA7Vs,64,0.00253,0.303,257120,0.961,6.2e-05,A,0.132,-5.333,Minor,0.243,146.591,4/4,0.305
Hip-Hop,JID,Tiiied (feat. 6LACK & Ella Mai),4kswfYbJFf6FPzMElZmtve,63,0.6,0.588,244802,0.644,0,D,0.647,-7.523,Minor,0.227,97.183,4/4,0.102
Comedy,Bill Hicks,Go Back to Bed America,31k7y1BDMiW9eqVZSXkr6X,15,0.886,0.362,247257,0.97,0,F#,0.72,-7.998,Major,0.834,127.367,3/4,0.218
Hip-Hop,Smokepurpp,Glock In My Benz,7MCs283jdifycrZoMPPynX,63,0.00613,0.691,201721,0.715,0,G#,0.0368,-7.215,Major,0.0589,77.223,4/4,0.465
Blues,The Doobie Brothers,Black Water - 45 Version,3x1v32I3SZNvC7q7bDhcGm,61,0.334,0.543,258613,0.307,0,D,0.044,-18.253,Major,0.0414,168.169,4/4,0.649
Soul,Busty and the Bass,Tryna Find Myself - Bonus Track,2rVVaus9FX2lpLQzStImxh,35,0.208,0.705,231825,0.729,0,C,0.0352,-6.005,Minor,0.158,126.88,4/4,0.767
Comedy,Al Madrigal,Cholo Soccer Dad,0DPQmLz1ZhTQCa9Nubqi27,20,0.748,0.401,457960,0.966,0,B,0.953,-4.43,Minor,0.93,77.527,3/4,0.311
World,MC YOGI,Temples (feat. East Forest),7w7cTt7OTO78eWZG5KXsda,27,0.118,0.667,225701,0.663,0.194,F,0.149,-9.316,Minor,0.0286,108.05,4/4,0.79
Blues,The Coasters,Charlie Brown - 2007 Remaster Stereo Single Version; Remastered,6t83zAQg9Efca1u1DPL930,37,0.604,0.485,141307,0.751,1.07e-06,A#,0.0124,-6.299,Major,0.15,125.935,4/4,0.814
Classical,John Philip Sousa,The Stag Party,5f7mB4vElwY1jhB8FCcVS3,0,0.988,0.26,569813,0.00423,0.748,F,0.26,-27.118,Major,0.0424,111.04,4/4,0.143
Pop,Drake,Star67,2mmUoyPxzbxehpfm1TpTRK,63,0.747,0.478,294973,0.395,4.73e-06,D#,0.264,-7.917,Major,0.213,74.515,3/4,0.17
Alternative,Can't Swim,"""sometimes you meet the right people at the wrong times""",1J5WWo4zSTWIKD7VFr6wn4,43,0.000109,0.382,188994,0.851,3.73e-06,E,0.335,-6.023,Minor,0.08,197.883,4/4,0.331
Indie,The Avett Brothers,Ten Thousand Words,0MGMZ1413F9obd1qt4vkhy,49,0.833,0.532,336000,0.288,0.000254,G,0.119,-11.976,Major,0.0363,76.989,4/4,0.387
Dance,Shawn Mendes,There's Nothing Holdin' Me Back - NOTD Remix,4HA1wCYfjenjFjYnlaXMf4,52,0.0618,0.737,194320,0.665,0,B,0.0892,-4.663,Minor,0.0487,122.061,4/4,0.718
Hip-Hop,Cartel De Santa,Me Alegro de Su Odio 2014,5LaFx91BE5YY9DpXml7L3Y,61,0.162,0.751,266973,0.76,0,G,0.242,-4.867,Minor,0.0524,140.743,4/4,0.824
Alternative,Thousand Foot Krutch,War of Change,6jg3Om6ZBMKlylforWGPEC,59,0.00229,0.532,231667,0.878,0.000282,F,0.0771,-4.431,Minor,0.0326,104.026,4/4,0.579
Hip-Hop,Ciara,Promise,1pLdjo3lOBbMaoR4ZpybFH,57,0.409,0.697,267413,0.629,3.8e-06,A,0.0819,-5.757,Major,0.0425,123.279,4/4,0.439
Electronic,Space Jesus,The Sultan (feat. Soohan),79XM5aGDix30YlrcbTkPCV,27,0.000301,0.578,200734,0.917,0.503,C#,0.114,-5.709,Major,0.0619,113.251,5/4,0.28
Anime,Kevin Penkin,Kansas,2I4RBS5SI7sg7KSN5dc1Sf,35,0.523,0.443,98320,0.284,0.825,G,0.103,-14.951,Minor,0.0333,90.817,4/4,0.316
World,Jason Upton,In Each Grain of Sand (Live),6tZ1vMQc957RRrNTjuQ4RJ,45,0.544,0.335,344933,0.259,0.000496,D#,0.702,-11.716,Major,0.034,115.695,3/4,0.147
Country,Shania Twain,When,4QfjNPKNsH5OB5NilhWxSs,50,0.152,0.622,217800,0.699,0,E,0.572,-4.954,Major,0.0344,120.006,4/4,0.752
Electronic,Destructo,All Nite (feat. E-40 & Too $hort) - Getter Remix,1LQzzegER9Cm8m2Koigumd,35,0.00179,0.726,177231,0.928,0.0627,C,0.345,-4.454,Major,0.0934,129.972,4/4,0.233
Rock,Suicidal Tendencies,Institutionalized,7G83ZwD2msTtFaBQExc8QB,57,0.0404,0.358,229960,0.804,0,C,0.111,-8.534,Major,0.302,91.842,3/4,0.625
Comedy,Robin Williams,Roots People,7I9C2eICKkabhK0QbmjD3f,23,0.807,0.628,110991,0.483,0,D,0.742,-19.149,Major,0.944,104.054,3/4,0.547
Dance,T.I.,Private Show,4HfsgrdwKNkytFkuuG3w4n,53,0.00873,0.673,259720,0.532,0,D,0.128,-7.229,Major,0.0489,139.999,4/4,0.152
Hip-Hop,A$AP Rocky,Brotha Man,6MmtDonkpvSoRx9ACwrGDu,60,0.52,0.573,216080,0.398,0,F,0.113,-9.372,Minor,0.114,124.073,5/4,0.436
Ska,Jimmy Cliff,King Of Kings,0OSsEbGLqkX2xJ7q44jSi4,15,0.527,0.779,201840,0.528,0,D#,0.194,-9.48,Major,0.0466,119.474,4/4,0.886
Reggae,Burning Spear,House Of Reggae,0jUma6JGNEztn6IMv1Z7NS,34,0.00437,0.793,278507,0.545,0.000773,G,0.0859,-12.459,Minor,0.167,139.385,4/4,0.888
Indie,Junip,Don't Let It Pass,1ghaBtBdpuZMg5nV9E2qRU,44,0.69,0.674,239293,0.481,0.5,A#,0.125,-14.318,Major,0.0297,139.717,4/4,0.488
Reggaeton,Alexis y Fido,Dale ParaTra,3tNywUImvba9vaUWlgX7gS,67,0.0395,0.755,170440,0.96,2.43e-05,E,0.332,-3.189,Minor,0.123,99.023,4/4,0.661
R&B,Jennifer Lopez,If You Had My Love,3x4yV0hW5Ve3TKhFkXSqFn,65,0.0645,0.68,266000,0.625,5.81e-05,B,0.109,-7,Minor,0.0353,94.02,4/4,0.814
Reggae,10 Ft. Ganja Plant,Castor Bean,2UxDMsaKLi99nW7yMlGoUG,27,0.611,0.786,252200,0.481,0.849,F#,0.0862,-9.386,Major,0.093,81.734,4/4,0.856
Rock,Chris Young,Lonely Eyes,2j79NtwxoWDmkiH4MGwdLq,60,0.0326,0.657,217413,0.674,1.88e-05,C#,0.0947,-5.273,Major,0.0319,106.005,4/4,0.336
Rock,Bon Jovi,Wanted Dead Or Alive,2fY6tqgrlrg1ky9fgs0t5u,66,0.137,0.257,308667,0.803,0.0156,G,0.297,-3.886,Major,0.0411,150.818,4/4,0.294
Soundtrack,Steven Price,Fireworks Falls,5rHgxQlIQMZCQn3QpDJUMh,2,0.732,0.283,180293,0.561,0.963,E,0.175,-13.042,Minor,0.0615,112.447,4/4,0.164
Classical,Carl Orff,Carmina Burana: IV. Primo vere: Omnia sol temperat (All Things are Warmed by the Sun),6CSX9EOaiA1dSHtQO03GbE,34,0.905,0.23,141333,0.00765,0,G,0.521,-40.654,Minor,0.0488,86.299,3/4,0.185
Blues,The Devil and the Almighty Blues,The Ghost of Charlie Barracuda,1CM9ZD904daiGcI8RKmawp,36,0.0433,0.298,466382,0.583,0.329,B,0.1,-7.257,Major,0.0322,143.914,3/4,0.385
Pop,Mike Posner,Cooler Than Me - Single Mix,2V4bv1fNWfTcyRJKmej6Sj,72,0.179,0.768,213293,0.82,0,G,0.704,-4.63,Minor,0.0475,129.969,4/4,0.625
Blues,Tyler Bryant & the Shakedown,Lipstick Wonder Woman,00h32OTWBwcKSogvu1G2ZB,29,0.0232,0.455,235547,0.837,5.51e-05,B,0.112,-5.179,Major,0.0543,79.521,4/4,0.387
Rock,Weezer,Thank God For Girls,5uywMR3hTeVPoWaFDSliJb,54,0.0474,0.559,210187,0.876,0,E,0.0734,-6.479,Minor,0.0495,95.07,4/4,0.4
Blues,Eric Clapton,Peaches And Diesel,1Ahz461HRMTb87MMGT8AUY,27,0.365,0.645,288693,0.397,0.932,D,0.088,-13.481,Major,0.0303,97.924,4/4,0.371
Comedy,George Carlin,Capt. Jack & Jolly George,2AaQPcshnqh1uFqwLl6b7e,34,0.949,0.688,241573,0.806,0,C,0.693,-9.334,Major,0.905,106.335,3/4,0.618
Dance,Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),4ZJPwET9Jrgpkqi4Vo3Yg8,70,0.0283,0.656,197253,0.615,0,F,0.234,-6.252,Major,0.0539,139.91,4/4,0.366
World,The Spy From Cairo,Alladin Dub,2nx1z24jfU0GlxZRla9ZG9,30,0.0868,0.694,255600,0.816,0.912,C,0.469,-5.786,Major,0.0334,99.995,4/4,0.966
Reggae,Alpha Blondy,Multipartisme (médiocratie),34XSpbx10wuc7B5QR3be6P,20,0.273,0.85,252173,0.752,0,A#,0.0919,-4.867,Major,0.181,79.999,4/4,0.839
Jazz,Duke Ellington,Fleurette Africaine (African Flower) - Remastered,4Keh41jYFaVPP5C82DxmTG,35,0.937,0.431,216333,0.21,0.921,C#,0.108,-19.24,Major,0.0299,118.996,4/4,0.493
Indie,St. Vincent,Sugarboy,35TIanClNm1DxcyREpNC7g,50,0.0156,0.624,241600,0.891,0.476,C#,0.542,-7.011,Major,0.0701,140.031,4/4,0.351
Movie,Mike Douglas,Ole Buttermilk Sky,7ojhxgT77yHaVYPCbvFyiJ,15,0.965,0.672,186227,0.228,1.39e-05,F,0.607,-13.276,Major,0.0354,78.025,4/4,0.825
Blues,KONGOS,Kids These Days,0M5sbsimbHOkyWzomgxtBa,31,0.0947,0.609,236093,0.804,0.000134,E,0.371,-3.296,Minor,0.0596,99.978,4/4,0.482
